employee_id,fullname,area,position,department,division,directorate,grade,education,major,years_of_service_months,CEX,CSI,FTC,GDR,IDS,LIE,QDD,SEA,STO,VCU,rating_2025,iq,mbti,pauli,faxtor,disc,qtq,tiki,Papi_A,Papi_B,Papi_C,Papi_D,Papi_E,Papi_F,Papi_G,Papi_I,Papi_K,Papi_L,Papi_N,Papi_O,Papi_P,Papi_R,Papi_S,Papi_T,Papi_V,Papi_W,Papi_X,Papi_Z,strength_1,strength_2,strength_3,strength_4,strength_5,tenure_years,competency_mean,cognitive_index,is_top_performer,strength_count,grade_num,strength_match_score,success_score
EMP100447,Rendra Zulfikar Lestari,Plant,Finance Officer,IT,Product Dev,Technology,V,S1,Engineering,23,0.04040404,0.030612245,,,0.04040404,5,,0.04040404,3,0.04040404,4,81,INFP,48,97,ID,33,5,4,2,4,,7,6,7,0.75,6,4,6,4,1,9,8,4,,0.375,6,3,Harmony,,Self-Assurance,Includer,Input,0.154362416,4,0.628013777,0,4,1,1,34.65164579
EMP100448,Gita Jatmiko Santoso,Distribution,Data Analyst,Marketing,Sales,HR & Corp Affairs,III,SMA,Economics,66,0.03030303,0.010204082,2,3,0.02020202,1,1,0.02020202,2,0.02020202,2,,ISTP,42,23,ID,,10,2,7,3,6,1,9,1,,5,6,2,1,0.125,8,6,9,3,0,8,,Empathy,Strategic,Discipline,Adaptability,Significance,0.44295302,2,0.149253731,0,5,0,0,
EMP100449,Ari Ramadhan,Plant,Data Analyst,R&D,Digital Marketing,HR & Corp Affairs,III,D3,Business,120,0.03030303,0.030612245,2,3,0.02020202,3,2,0.03030303,3,0.03030303,3,109,ESFP,58,75,,32,10,7,,4,8,6,5,6,0.375,8,3,7,7,0.875,7,6,3,9,0,8,6,Relator,Competition,Belief,Consistency,,0.805369128,2.8,0.696900115,0,4,0,0,17.20917909
EMP100450,Indra Lestari,Plant,Sales Supervisor,IT,Talent Management,Commercial,III,S2,Business,19,0.03030303,0.020408163,2,4,0.04040404,4,4,,4,0.02020202,3,134,INTJ,46,99,DI,28,10,7,9,2,9,2,9,6,0.75,6,7,9,1,0.125,4,3,8,9,0.375,8,8,Adaptability,Deliberative,Responsibility,Command,Activator,0.127516779,3.333333333,0.810562572,0,5,0,1,
EMP100451,Fitri Qolbi Simanjuntak,Distribution,HRBP,HR,Talent Management,Technology,V,SMA,Statistics,63,0.03030303,0.020408163,4,2,0.03030303,3,3,0.03030303,3,0.02020202,3,85,ESFP,95,87,CD,24,3,8,3,,5,8,6,2,0.625,5,4,6,6,0.875,3,,8,2,0.75,4,3,Futuristic,Input,Belief,Activator,Deliberative,0.422818792,2.9,0.731343284,0,5,1,2,51.61983251
EMP100452,Zahra Zulfikar Ramadhan,Distribution,Finance Officer,HR,Sales,Technology,V,SMA,Business,52,0.03030303,0.030612245,4,3,0.02020202,4,4,0.04040404,3,0.03030303,3,118,INFJ,57,27,DC,26,8,1,6,4,8,9,5,8,,7,6,6,5,0.25,8,5,9,3,0.125,5,5,Activator,Relator,Belief,Arranger,Significance,0.348993289,3.4,0.531572905,0,5,1,1,
EMP100453,Yuni Subekti,Plant,Data Analyst,HR,Talent Management,Technology,V,S1,Statistics,27,0.04040404,0.020408163,4,2,0.03030303,3,2,0.04040404,3,0.02020202,3,112,INTJ,92,83,CI,18,4,2,9,6,7,2,5,8,0.625,9,5,5,5,0,2,7,5,3,0.75,2,,Ideation,Belief,,Woo,Analytical,0.181208054,3,0.783008037,0,4,1,0,17.70115362
EMP100454,Nadia Iqbal Maulana,Distribution,Finance Officer,R&D,Product Dev,Commercial,IV,S1,Psychology,0,0.02020202,0.020408163,4,3,0.03030303,3,3,0.04040404,3,0.03030303,,132,ISTP,49,39,DI,20,1,7,9,3,5,8,7,6,0.25,4,2,,3,0,6,7,6,6,0.125,2,2,Intellection,Learner,Context,Competition,Arranger,0,3.1,0.548794489,0,5,0.5,1,24.79136171
EMP100455,Zaki Siregar,HQ,HRBP,Marketing,Product Dev,HR & Corp Affairs,III,S1,Engineering,71,0.01010101,0.010204082,2,3,0.02020202,2,2,0.02020202,,0.02020202,2,,INFTJ,96,51,CS,,10,4,,5,2,4,7,4,1,2,7,9,6,0,6,4,5,3,0.25,,3,Focus,Empathy,Harmony,Adaptability,Communication,0.476510067,2,0.619977038,0,5,0,0,13.28264024
EMP100456,Rama Gunawan,Distribution,Finance Officer,Marketing,Operations,Commercial,III,S2,Business,51,0.02020202,0.020408163,2,1,0.02020202,2,2,0.02020202,1,0.02020202,2,,ESTJ,65,88,IS,,9,3,5,1,7,6,5,9,0.75,9,8,7,,0.5,8,9,7,7,0,3,6,,Focus,Strategic,Responsibility,Achiever,0.342281879,1.9,0.648679679,0,4,0,0,13.60137048
EMP100457,Nurlita Maulana,Distribution,Finance Officer,R&D,Product Dev,HR & Corp Affairs,V,S2,Engineering,63,0.04040404,0.010204082,3,3,0.060606061,4,3,0.03030303,3,0.02020202,3,117,ISTJ,41,95,SD,26,2,4,2,9,1,3,5,8,0.125,2,4,7,6,,9,1,9,9,0.75,9,1,,Command,Adaptability,Relator,Belief,0.422818792,3.3,0.686567164,0,4,1,0,
EMP100458,Fajar Mahardika Handayani,HQ,Finance Officer,Operations,Operations,HR & Corp Affairs,V,D3,Statistics,70,0.03030303,0.020408163,2,3,0.03030303,3,2,0.03030303,4,0.03030303,3,114,ESFP,27,89,IC,23,7,7,7,8,3,6,3,6,0.5,4,8,2,,0.125,3,2,,7,0.125,4,5,Harmony,Restorative,Intellection,Maximizer,Ideation,0.469798658,2.9,0.61423651,0,5,1,2,45.51447218
EMP100459,Zahra Syahputra,Distribution,Brand Executive,IT,Product Dev,Commercial,V,S2,Psychology,81,0.04040404,0.020408163,3,3,0.03030303,3,3,0.03030303,3,0.04040404,3,85,ESFJ,29,28,,22,8,2,7,2,7,7,2,4,0.875,1,4,9,,0,4,9,4,9,,2,8,Communication,Self-Assurance,Strategic,Activator,,0.543624161,3.2,0.311136625,0,4,1,2,
EMP100460,Joko Sinaga,HQ,HRBP,IT,Product Dev,HR & Corp Affairs,IV,D3,Engineering,45,0.050505051,0.040816327,5,4,0.04040404,,5,,5,0.04040404,5,89,ISTJ,49,23,SI,29,4,,5,9,7,6,3,2,0.625,4,5,7,,,6,1,4,9,0.625,2,5,Empathy,Significance,Restorative,Ideation,Positivity,0.302013423,4.625,0.386911596,1,5,0.5,1,
EMP100461,Novi Suharto,Distribution,Finance Officer,HR,Product Dev,HR & Corp Affairs,III,S2,Economics,37,0.03030303,0.010204082,,1,0.02020202,2,2,0.02020202,1,0.01010101,4,87,,74,88,CS,35,4,8,4,5,2,8,2,2,0,7,1,7,9,0.125,3,1,6,7,,5,3,Activator,Developer,Arranger,Analytical,Command,0.248322148,1.777777778,0.710677382,0,5,0,1,
EMP100462,Lestari Anggara,Plant,Sales Supervisor,R&D,Operations,Commercial,III,S2,Economics,28,0.050505051,0.040816327,5,5,0.050505051,5,5,0.050505051,5,0.050505051,5,85,ENTP,81,54,CD,23,4,4,1,4,7,5,7,2,0.625,6,2,1,2,0,3,3,9,8,0.875,1,1,Individualization,Maximizer,Adaptability,Communication,Significance,0.187919463,5,0.56946039,1,5,0,0,13.93547931
EMP100463,Arif Kurniawan,Store,HRBP,IT,Product Dev,Commercial,V,S1,Engineering,91,0.03030303,0.030612245,5,4,0.04040404,4,3,0.050505051,3,0.03030303,4,123,ISFJ,62,95,DI,35,7,4,,9,9,5,8,7,0.625,9,5,7,4,0.875,8,4,8,9,1,7,,Maximizer,,Self-Assurance,,Strategic,0.610738255,3.8,0.827784156,0,3,1,1,39.88072373
EMP100464,Anisa Erlangga Lukman,Store,Brand Executive,IT,Operations,Technology,III,SMA,Engineering,104,0.03030303,0.020408163,4,3,,2,4,,4,0.02020202,3,132,ESTJ,57,22,SD,38,4,,2,9,6,5,4,1,0.375,4,7,1,5,,,6,8,1,0.5,3,1,Individualization,Learner,,Maximizer,Significance,0.697986577,3.125,0.590126292,0,4,0,0,
EMP100465,Eko Pamungkas,HQ,Sales Supervisor,Finance,Sales,Technology,IV,D3,Business,48,0.050505051,0.040816327,5,5,,5,4,,5,0.050505051,5,119,ISTJ,56,70,CS,28,4,5,3,,1,6,5,8,0.875,4,2,1,4,0.125,3,2,2,1,0.5,,6,,Activator,Self-Assurance,Restorative,Analytical,0.322147651,4.875,0.672789897,1,4,0.5,3,
EMP100466,Gita Nabila Indrawan,Store,Supply Planner,HR,Sales,Commercial,V,S2,Psychology,48,0.04040404,0.040816327,5,5,0.04040404,5,4,0.050505051,4,0.04040404,5,95,ISTP,91,93,DS,35,5,1,4,3,1,9,9,3,0.875,1,3,1,1,0.875,8,4,8,5,0.75,9,3,Developer,Individualization,Discipline,Empathy,,0.322147651,4.5,0.817451206,1,4,1,0,23.61809405
EMP100467,Lestari Mahardika Suharto,Store,Supply Planner,R&D,Operations,Technology,III,D3,Economics,10,0.02020202,0,2,,0.02020202,2,1,0.03030303,2,0.03030303,,115,ISFJ,81,63,DS,23,8,2,7,1,9,4,7,2,0.625,2,4,9,1,0.875,8,9,5,9,0.875,5,1,Learner,,Consistency,Adaptability,Competition,0.067114094,2,0.717566016,0,4,0,0,16.73345285
EMP100468,Dinda Erlangga Indrawan,Distribution,Finance Officer,IT,Digital Marketing,HR & Corp Affairs,III,S2,Psychology,26,0.01010101,0.010204082,2,3,0.02020202,,3,0.02020202,,0.02020202,2,,ISTP,75,98,,12,10,7,5,1,3,3,6,9,0.375,,,8,7,0.25,7,4,6,4,0,,9,Activator,Futuristic,Includer,,Responsibility,0.174496644,2.125,0.558266361,0,4,0,2,39.53046635
EMP100469,Sari Suharto,Store,Supply Planner,Operations,Product Dev,HR & Corp Affairs,V,D3,Economics,57,0.03030303,0.010204082,2,2,0.02020202,3,,0.02020202,2,0.02020202,2,82,INTJ,34,89,DS,36,9,4,5,7,6,5,4,9,0.125,5,9,,7,0,4,4,1,,0.875,1,1,Self-Assurance,Arranger,Context,Responsibility,Futuristic,0.382550336,2.222222222,0.579793341,0,5,1,2,44.90342885
EMP100470,Wulan Saputra Santoso,HQ,Finance Officer,Marketing,Product Dev,HR & Corp Affairs,V,S1,Engineering,64,0.03030303,0.010204082,2,,0.02020202,2,2,,2,0.02020202,2,,ESTJ,72,57,SI,,10,2,5,6,3,4,6,3,0.25,4,1,7,9,,8,,1,,0.75,8,,Activator,Harmony,Futuristic,Deliberative,Maximizer,0.429530201,2.125,0.516647532,0,5,1,2,
EMP100471,Indra Zulfikar Rahmawati,Plant,Sales Supervisor,IT,Operations,HR & Corp Affairs,V,D3,Business,32,0.03030303,0.020408163,3,3,0.03030303,4,4,0.04040404,4,0.03030303,3,123,INTJ,58,84,DC,36,4,7,4,6,7,5,8,7,0.75,2,2,7,7,0.25,5,4,1,7,1,6,4,Ideation,Discipline,Positivity,Analytical,Developer,0.214765101,3.4,0.769230769,0,5,1,0,19.81576214
EMP100472,Rani Zulfikar Ginting,Store,Brand Executive,Marketing,Talent Management,Commercial,III,S2,Economics,44,,,4,4,,5,4,0.03030303,4,,,,ISTP,77,61,,,8,8,6,6,2,2,9,8,0.75,9,1,5,7,0.75,7,8,5,5,0,1,,,Analytical,Communication,Connectedness,Ideation,0.295302013,4,0.556831228,0,4,0,0,
EMP100473,Zaki Zulfikar Salsabila,HQ,Brand Executive,HR,Operations,Commercial,IV,SMA,Psychology,6,0.03030303,0.040816327,4,5,0.04040404,3,3,0.050505051,4,0.04040404,4,132,ESFJ,71,92,DS,22,1,9,,4,9,1,7,1,0.125,9,9,1,6,1,4,3,6,1,0.75,3,8,Positivity,Developer,Learner,Strategic,Empathy,0.040268456,4,0.814006889,0,5,0.5,0,18.80304279
EMP100474,Vania Iqbal Fauziah,Plant,Data Analyst,Operations,Digital Marketing,Technology,IV,SMA,Design,45,0.02020202,0.010204082,2,2,0.02020202,1,2,0.02020202,2,0.02020202,2,103,ESFP,53,100,CD,27,7,,,9,9,2,5,7,0.25,3,,8,2,0,8,4,,5,0.375,2,9,Input,Empathy,Harmony,Arranger,Responsibility,0.302013423,1.9,0.717566016,0,5,0.5,0,13.13225892
EMP100475,Rizky Setiawan,Distribution,HRBP,IT,Sales,Commercial,III,S1,Business,47,0.050505051,0.040816327,4,4,0.050505051,5,5,0.050505051,5,0.050505051,5,94,INTP,76,69,SD,26,6,8,3,9,,5,1,,0.5,5,2,5,3,0.125,8,1,,5,0,5,1,Learner,Connectedness,Positivity,Significance,Arranger,0.315436242,4.8,0.652123995,1,5,0,0,12.89969925
EMP100476,Sari Hartanto,Plant,Finance Officer,Finance,Sales,HR & Corp Affairs,IV,S2,Engineering,96,0.050505051,0.040816327,6,5,0.050505051,5,5,0.050505051,5,0.050505051,,105,ENTJ,92,26,DS,28,4,6,8,,4,,1,1,0.5,9,9,4,9,0.25,8,9,7,4,0.75,5,4,Individualization,Positivity,Command,Learner,Includer,0.644295302,5.1,0.597014925,0,5,0.5,0,18.24290385
EMP100477,Gita Wibowo,HQ,HRBP,Finance,Sales,Technology,IV,S2,Statistics,98,0.050505051,0.020408163,4,4,0.050505051,5,3,0.04040404,5,0.050505051,4,,ENFJ,98,88,SD,20,7,6,8,4,2,3,7,6,0.125,6,,,7,0.75,9,5,3,3,0.125,9,3,Relator,,Arranger,Activator,Significance,0.657718121,4.3,0.63576349,0,4,0.5,1,32.38272314
EMP100478,Nurlita Kusuma Pratama,Store,Sales Supervisor,HR,Sales,Commercial,III,S1,Design,66,0.04040404,0.030612245,3,2,,2,2,0.02020202,,,,89,,28,100,DI,24,10,9,7,6,6,4,9,,0,,7,3,8,1,2,3,3,8,0.5,,8,Harmony,Includer,,Developer,Activator,0.44295302,2.714285714,0.583237658,0,4,0,1,
EMP100479,Rendra Yudhistira Herlambang,Distribution,Data Analyst,Finance,Operations,HR & Corp Affairs,V,S2,Design,82,0.02020202,0,3,2,0.02020202,1,1,0.03030303,2,0.02020202,2,115,ENTJ,27,72,CI,25,7,1,3,1,6,6,7,7,0.625,6,3,,9,0.125,7,8,1,3,1,9,2,Individualization,Intellection,Learner,Achiever,Competition,0.55033557,1.9,0.566016073,0,5,1,1,32.92825273
EMP100480,Dimas Maulana,Distribution,Finance Officer,Marketing,Digital Marketing,Commercial,III,SMA,Statistics,28,0.050505051,0.040816327,5,5,,4,5,0.04040404,5,0.050505051,,,ENFP,73,97,DI,,10,6,4,9,7,,8,5,,2,6,5,4,0.25,3,8,3,1,0,2,6,Includer,Consistency,,Discipline,Intellection,0.187919463,4.777777778,0.752009185,0,4,0,1,
EMP100481,Rama Salsabila,Distribution,Data Analyst,Finance,Sales,Technology,III,D3,Statistics,90,0.03030303,0.030612245,4,3,0.04040404,3,4,0.04040404,5,,4,100,ENFP,21,21,DC,29,9,1,7,4,4,,,4,0,9,,3,6,0,4,7,3,1,0.5,9,8,Developer,Ideation,Connectedness,Responsibility,Restorative,0.604026846,3.777777778,0.33869116,0,5,0,1,
EMP100482,Rani Rachman Setiawan,Store,Data Analyst,Operations,Talent Management,Technology,V,SMA,Statistics,38,0.02020202,0,2,2,0.01010101,2,1,0.01010101,1,,1,120,ENTP,50,75,,14,4,7,7,,9,6,6,,0.625,,3,2,3,0.5,5,,1,6,0,3,7,Maximizer,Achiever,Discipline,Consistency,Competition,0.255033557,1.444444444,0.62456946,0,5,1,0,
EMP100483,Intan Nabila Pamungkas,Plant,Supply Planner,Marketing,Sales,Technology,III,S1,Statistics,23,0.04040404,0.020408163,4,3,0.02020202,3,3,0.03030303,3,0.03030303,3,,ESFJ,42,37,DI,,5,7,9,5,8,8,,2,0.625,4,2,8,5,0.875,8,3,2,4,0.625,4,2,Futuristic,Woo,Communication,Restorative,Responsibility,0.154362416,3.1,0.200918485,0,5,0,2,41.6589087
EMP100484,Citra Nabila Handayani,Distribution,HRBP,Marketing,Operations,Technology,V,S1,Economics,35,,0.030612245,4,5,0.050505051,4,,0.03030303,4,0.04040404,4,,ENTP,99,46,SD,,7,,7,5,5,6,7,9,0,,,9,4,0.375,9,1,4,8,0.125,7,4,Analytical,Includer,Learner,Self-Assurance,Discipline,0.234899329,4.125,0.591274397,0,5,1,1,
EMP100485,Galih Aji Saputra,Plant,Supply Planner,Operations,Operations,HR & Corp Affairs,V,S2,Engineering,20,0.04040404,0.040816327,,5,0.050505051,5,5,0.050505051,5,0.04040404,5,111,ENTJ,60,72,CI,18,5,9,5,,8,8,4,6,0.25,,2,7,5,,9,9,6,2,0.125,9,9,Woo,Strategic,Empathy,Futuristic,Responsibility,0.134228188,4.777777778,0.634902411,1,5,1,1,
EMP100486,Joko Simanjuntak,Plant,Finance Officer,Operations,Product Dev,HR & Corp Affairs,III,S2,Engineering,22,0.050505051,0.030612245,6,4,,4,4,0.050505051,4,0.04040404,4,110,ESFJ,88,78,SC,28,8,2,9,3,9,2,8,5,0.125,7,,,5,0.625,8,8,1,3,0,7,6,Futuristic,Belief,Self-Assurance,Connectedness,Relator,0.147651007,4.444444444,0.793340987,0,5,0,2,
EMP100487,Joko Lukman,Plant,Supply Planner,Operations,Sales,HR & Corp Affairs,IV,SMA,Economics,24,0.02020202,0.010204082,3,1,0.02020202,2,2,0.02020202,1,,2,106,ENTP,73,47,ID,25,2,5,2,6,6,8,,1,0.25,8,6,5,6,0.625,9,9,8,2,0.25,,6,Analytical,Strategic,,Ideation,Restorative,0.161073826,1.888888889,0.590126292,0,4,0.5,1,
EMP100488,Luthfi Pratama,Distribution,Finance Officer,R&D,Operations,HR & Corp Affairs,IV,S1,Psychology,64,0.03030303,0.030612245,4,4,0.04040404,3,2,0.04040404,3,0.03030303,3,126,ENTJ,95,95,DI,44,10,2,5,6,,6,5,6,0.875,2,9,2,,0.375,8,1,9,1,1,6,6,Discipline,Significance,Focus,Activator,Learner,0.429530201,3.4,0.993111366,0,5,0.5,1,37.72644041
EMP100489,Vania Adi Setiawan,HQ,Brand Executive,Operations,Talent Management,Commercial,IV,S2,Engineering,12,0.03030303,0.040816327,5,,0.050505051,3,4,0.03030303,4,0.03030303,,124,ISTP,57,36,DS,21,2,9,5,8,6,7,2,8,0,5,9,1,6,0.75,7,4,6,7,0.375,5,,Positivity,Learner,Communication,Strategic,Restorative,0.080536913,3.888888889,0.545350172,0,5,0.5,1,28.57539367
EMP100490,Cahyo Suharto,Distribution,Sales Supervisor,Operations,Product Dev,Commercial,IV,S2,Psychology,44,0.02020202,0.020408163,2,3,0.02020202,2,2,0.02020202,2,0.01010101,2,80,ESFJ,33,61,CI,31,4,1,5,8,1,8,2,2,0.125,7,4,,6,0.625,9,7,1,2,0.875,2,2,Discipline,Responsibility,Ideation,Command,Individualization,0.295302013,2.1,0.438576349,0,5,0.5,0,13.93462977
EMP100491,Gita Anggara,Distribution,Finance Officer,R&D,Talent Management,HR & Corp Affairs,III,D3,Engineering,85,,0,2,2,0.01010101,1,2,0.03030303,2,0.02020202,2,89,ENFP,92,76,ID,26,8,8,9,9,6,8,8,9,0.125,6,2,4,3,0.625,8,3,4,7,0.375,1,2,Belief,Competition,Adaptability,Consistency,Achiever,0.570469799,1.777777778,0.721010333,0,5,0,0,
EMP100492,Ahmad Lestari Handayani,Distribution,HRBP,R&D,Product Dev,Technology,III,SMA,Design,74,0.04040404,,3,4,,,4,0.04040404,4,,4,90,ISTJ,41,55,DC,31,9,2,1,2,6,5,1,3,0.5,,6,1,3,0.625,3,5,8,6,0.375,4,,Ideation,Intellection,Strategic,Consistency,Responsibility,0.496644295,3.833333333,0.497129736,0,5,0,1,
EMP100493,Nurlita Wijaya,Distribution,Supply Planner,Operations,Product Dev,HR & Corp Affairs,III,SMA,Engineering,47,0.02020202,0.010204082,2,2,0.02020202,3,2,0.01010101,2,,2,112,ESFJ,71,81,CD,25,2,5,5,4,4,5,2,4,0.75,5,2,3,8,0.375,3,3,2,2,1,4,5,Arranger,Context,Discipline,,Command,0.315436242,2,0.721010333,0,4,0,0,
EMP100494,Dwi Mahardika Anggara,Store,HRBP,IT,Digital Marketing,HR & Corp Affairs,IV,D3,Economics,30,0.04040404,0.040816327,5,4,,3,5,0.04040404,4,0.04040404,4,95,INTJ,41,44,IS,24,6,9,8,8,9,3,4,6,1,1,7,4,9,0.25,4,4,1,7,0.375,4,1,Harmony,Belief,Focus,,Significance,0.201342282,4.222222222,0.442020666,0,4,0.5,0,
EMP100495,Gita Ganesha Zulfikar,Plant,HRBP,IT,Talent Management,Technology,IV,S2,Economics,64,0.02020202,0,2,1,0.02020202,1,2,0.02020202,2,0.01010101,2,81,ISTP,29,32,DI,27,8,,3,1,7,,8,3,,3,5,4,3,0.875,3,9,8,8,0,3,1,Strategic,Arranger,Competition,,Ideation,0.429530201,1.6,0.328358209,0,4,0.5,0,
EMP100496,Intan Wijaya Pratomo,HQ,Brand Executive,Marketing,Operations,Technology,IV,D3,Psychology,74,,0.010204082,,3,,2,3,,3,0.04040404,3,,ISTP,43,81,SI,,4,2,5,7,2,9,6,4,0.375,3,,6,3,0.625,3,6,1,4,0.5,7,2,Self-Assurance,Communication,Belief,Individualization,Responsibility,0.496644295,2.833333333,0.453501722,0,5,0.5,1,
EMP100497,Oka Syahputra,Distribution,HRBP,HR,Digital Marketing,HR & Corp Affairs,V,S2,Engineering,38,0.03030303,,,3,0.04040404,,,0.04040404,4,0.04040404,,87,INTP,67,23,,31,5,4,,5,1,1,9,3,0.5,1,9,1,3,0.75,9,7,,1,0.375,2,7,Learner,Analytical,Input,Harmony,Achiever,0.255033557,3.666666667,0.452353617,0,5,1,0,
EMP100498,Fitri Situmorang,Distribution,HRBP,Finance,Talent Management,HR & Corp Affairs,IV,SMA,Engineering,58,0.03030303,0.010204082,2,3,0.01010101,2,2,0.02020202,2,0.02020202,,80,ENTJ,65,99,IS,41,9,9,6,6,9,5,6,1,0.25,2,,3,4,0.5,9,3,6,1,0.75,8,1,Restorative,Deliberative,Context,Positivity,Woo,0.389261745,2.1,0.731343284,0,5,0.5,1,31.81107118
EMP100499,Adit Herlambang,Plant,Data Analyst,Marketing,Digital Marketing,Commercial,III,S2,Economics,43,0.03030303,0.040816327,4,3,0.03030303,4,3,0.04040404,4,0.04040404,,,ISFJ,27,24,CS,,7,1,8,4,,7,8,8,,,4,6,,0.75,1,1,4,2,1,5,7,Ideation,Discipline,Includer,Analytical,Command,0.288590604,3.7,0.051664753,0,5,0,0,
EMP100500,Yoga Mahardika Gunawan,Plant,Supply Planner,IT,Talent Management,Technology,III,SMA,Design,16,0.03030303,0.030612245,3,3,0.02020202,3,3,0.04040404,3,0.02020202,3,117,ENFP,71,39,DC,27,3,5,,5,8,8,5,6,0.75,2,,3,9,0,3,8,9,4,,2,3,Achiever,Restorative,Individualization,,Empathy,0.10738255,3,0.603903559,0,4,0,1,
EMP100501,Rifqi Rachman Santoso,Plant,Sales Supervisor,Operations,Sales,Technology,III,SMA,Statistics,36,0.03030303,0.020408163,3,2,0.03030303,2,2,0.02020202,3,0.04040404,3,122,ENFP,34,54,CD,25,9,7,1,8,9,,8,9,0.25,4,2,7,,,1,1,9,,0.875,8,5,Intellection,Arranger,Input,Significance,,0.241610738,2.7,0.55912744,0,4,0,1,
EMP100502,Wahyu Hasibuan,HQ,Supply Planner,Operations,Talent Management,Technology,IV,SMA,Psychology,59,0.04040404,,5,4,0.04040404,5,4,0.04040404,4,0.03030303,4,81,ESTJ,55,68,CD,13,2,,2,6,5,3,2,4,0.5,7,4,9,8,0.875,2,2,8,9,0.625,4,,Ideation,Significance,Focus,Activator,Self-Assurance,0.395973154,4.111111111,0.473019518,0,5,0.5,2,
EMP100503,Prasetyo Ganesha Ramadhan,Plant,HRBP,HR,Digital Marketing,Technology,III,S1,Engineering,44,0.04040404,0.030612245,5,4,0.03030303,3,4,,4,,4,86,INTP,32,78,CS,40,4,6,4,6,,1,2,3,0.375,9,4,1,8,0.875,4,8,6,4,0.75,6,2,Achiever,Relator,Connectedness,Woo,,0.295302013,3.875,0.545350172,0,4,0,0,
EMP100504,Kartika Halim Ginting,HQ,Data Analyst,R&D,Talent Management,Technology,IV,D3,Design,47,0.01010101,0,2,,0.01010101,1,2,0.01010101,1,0.01010101,1,113,ENTJ,23,21,CD,23,6,2,5,6,6,8,3,4,0.25,,8,6,,0.625,4,2,3,7,0.5,6,8,Ideation,Learner,Restorative,Includer,Individualization,0.315436242,1.222222222,0.359357061,0,5,0.5,1,26.91570131
EMP100505,Intan Pramudita Maulida,Distribution,Sales Supervisor,HR,Sales,Technology,V,S2,Statistics,66,0.02020202,0.020408163,4,3,,4,3,0.02020202,,0.03030303,3,98,ENTJ,89,78,CD,32,5,7,3,,,,3,3,0.875,3,,4,3,0.5,7,6,4,7,0,4,,Consistency,Woo,Maximizer,Deliberative,Relator,0.44295302,3,0.758897819,0,5,1,0,
EMP100506,Cahyo Iqbal Suharto,Plant,Brand Executive,Finance,Product Dev,Commercial,III,SMA,Statistics,82,0.02020202,,,2,0.03030303,1,2,0.02020202,3,0.03030303,2,102,INTJ,93,89,DC,20,8,2,6,7,5,2,4,3,0.375,9,9,1,7,0.25,7,1,7,8,0.75,1,7,Relator,Achiever,Belief,Woo,Context,0.55033557,2.25,0.793340987,0,5,0,0,
EMP100507,Dewi Rahmawati,Distribution,Brand Executive,Operations,Product Dev,Technology,IV,S2,Statistics,44,0.04040404,0.030612245,4,4,0.04040404,4,3,0.03030303,4,0.04040404,4,81,INFJ,68,65,DS,32,10,2,1,7,4,7,9,7,0.875,3,3,8,4,0.375,4,3,9,7,0.375,3,6,Discipline,Futuristic,Relator,Woo,Self-Assurance,0.295302013,3.8,0.600459242,0,5,0.5,2,46.30428328
EMP100508,Sari Nabila Halim,Store,Finance Officer,IT,Sales,HR & Corp Affairs,III,SMA,Economics,41,0.04040404,0.030612245,5,4,0.04040404,,,0.04040404,4,0.04040404,4,107,ENTJ,89,20,DI,26,5,8,9,7,1,9,4,5,0.75,4,,,4,0.875,9,9,8,1,0,6,8,Significance,Adaptability,Ideation,Analytical,Context,0.275167785,4.125,0.56946039,0,5,0,0,15.04513877
EMP100509,Zaki Tri Lestari,Store,Brand Executive,Finance,Operations,Technology,IV,S1,Design,47,0.03030303,0.030612245,3,3,0.04040404,4,3,,4,0.03030303,4,85,ISFP,81,55,,22,1,5,4,5,7,9,9,3,0.75,9,5,5,3,0.25,4,8,9,9,1,4,6,Developer,Includer,,Context,Input,0.315436242,3.444444444,0.55912744,0,4,0.5,0,
EMP100510,Rizky Lestari Situmorang,Distribution,HRBP,IT,Sales,Technology,IV,S1,Statistics,46,0.04040404,0.030612245,,3,0.04040404,4,4,,4,0.04040404,4,82,INTP,35,66,CD,23,6,,8,1,9,9,6,3,0.75,6,8,6,8,0.5,7,1,6,1,0.625,5,,Deliberative,,Individualization,Command,Competition,0.308724832,3.875,0.4489093,0,4,0.5,0,
EMP100511,Nugroho Saputra,Distribution,Sales Supervisor,Finance,Operations,HR & Corp Affairs,V,D3,Economics,29,0.02020202,0.020408163,3,3,0.03030303,3,3,0.03030303,3,0.04040404,3,135,,59,93,SD,31,8,5,1,7,2,9,7,8,0.625,6,9,9,9,0.75,6,1,3,1,0.25,7,4,Futuristic,Self-Assurance,Activator,Focus,Includer,0.194630872,3,0.841561424,0,5,1,3,64.62147835
EMP100512,Valdo Ginting,Store,Data Analyst,R&D,Sales,Technology,V,S1,Psychology,52,,0.040816327,5,5,0.050505051,5,5,0.050505051,5,0.050505051,5,101,ISFJ,31,72,SC,19,6,4,8,3,8,1,9,3,0.375,9,5,4,1,0.25,7,8,1,2,0.75,6,7,Learner,Includer,Context,Focus,Intellection,0.348993289,5,0.507462687,1,5,1,1,
